"Logo","Name","Sector","Year Founded","Label Date","Website","Summary","Founders","Email","Phone"
"undefined","BYEISSA","Commerce and shopping","2020","03/2021","","A marketplace for the sale of spare parts, a listing of automotive craftsmen and an expertise forum.","Ahmed ELMIMohamed JbaliaSouhaib Rejebwajdi tayachi","n.a.","n.a."
"undefined","Mve","EdTech","2017","03/2021","","MVE Tunisia is a collaborative platform that offers support for young students and new graduates, from their university studies to their professional insertion.","wissem hakiriMohamed GuedicheWided Hakiri","n.a.","n.a."
"undefined","Digimoov","EdTech","2019","09/2019","","Digimoov offers online training courses certified by the RNCP (Répertoire national certifications professionnelles) for new professions.","Nasreddine CherihMarouane El Bahi","n.a.","n.a."
"undefined","IZAGRI","Agritech","2022","02/2023","","IZAGRI is a company specializing in the production and marketing of biostimulants for the nutrition, care and protection of plants. This product helps plants to express their full potential, to better exploit the resources present in their environment and to better resist climatic constraints. In this sense, a natural and environmentally friendly product ensuring a better quality of crops will be made available to the agricultural sector. This product is distinctly different from its chemical counterparts in that it contains a microorganism, rather than having an active chemical composition, which naturally helps protect soil and crops.","Imen ZouariZineb Zouari","n.a.","n.a."
"undefined","Jhimi Pour Les Elévateurs Légers","Agritech","2014","01/2020","","Design and production of equipment for harvesting, fertilization and maintenance of date palms.","HoucineJhimiAli Jhimi","n.a.","n.a."
"undefined","CIVILAB","EdTech","2023","04/2023","","CIVILAB helps infrastructure designers to perform online dimensioning calculations with ease, and develop their professional skills through specific training.","Zied AyediMinistère TUNISIENNEAli Ben Mohamed","ziedayedi@gmail.com","55657585"
"undefined","SPOFUN","Wellness","2019","05/2022","","SPOFUN.tn is a solution that allows to book in real time any field to practice sport and to have fun.","Mohamed Sadek SASSISamiha HamdiFarouk LARIBI","contact@spofun.tn","+21693222222"
"undefined","Prefabulous","Environment","2016","02/2020","","Prefabulous is a modular prefabricated building system 100% wood standardized.","Malik NouiraDonia Ben Nasr","n.a.","n.a."
"undefined","Gark","Wellness","2021","12/2021","","GARK est une plateforme dédiée aux amateurs qui reprend les bases des systèmes de Gaming et des compétitions émergées dans le mini-football et elle offre à ses utilisateurs une opportunité unique et vivre leur propre expérience professionnelle.","Haithem BesghaierAmine GongiMohamed Taha Jemmali","n.a.","n.a."
"undefined","Creometry","Business Software and services","2021","03/2021","","Creometry is a cloud hosting platform for container-based applications. It aims to facilitate access to IT services for developers and startups.","Mounir GhlaielAymen El Amri","n.a.","n.a."
"undefined","RENTAL RIDE","Commerce and shopping","2016","03/2020","","Rental Ride is an online reservation center operating on behalf of car rental companies and tourist transport companies.","Mourad HAMMAMI","n.a.","n.a."
"undefined","Evolutik","Ad Tech and Creative Tech","2020","12/2020","","Evolutik develops an e-Ticketing solution EazyTick and an AI module. Evolutik wants to provide scalable and adapted solutions for the digitalization of culture, sports and events.","Maya MathariMourad Mathari","n.a.","n.a."
"undefined","RoboCare","Agritech","2020","11/2020","","Robocare offers a solution to the rapid spread of diseases in greenhouse plants and the massive use of pesticides. Robocare detects diseases at an early stage using spectral technology which will improve the quality and quantity of crops and reduce the use of pesticides.","Imen HbiriAbdelaziz Kallel","n.a.","n.a."
"undefined","Wattnow","Consumer products and services","2018","05/2019","","Wattnow offers an IoT solution for monitoring and controlling electricity, which allows companies to reduce waste and improve their energy efficiency","Issam Smaali","n.a.","n.a."
"undefined","XQuant Software","Fintech","2019","02/2021","","XQuant Software designs productivity software for banks using artificial intelligence","Chea Srun","n.a.","n.a."
"undefined","Limonade Technologies","Fintech","2020","11/2021","","Lemonade is a platform that allows employers, employees and merchants to order, distribute, use and redeem prepaid vouchers entirely digitally.","Aymen Sakka","n.a.","n.a."
"undefined","Hanoutify","Commerce and shopping","2021","06/2021","","Dokken is a platform for creating classic and e-commerce websites in SaaS mode, in less than 10 minutes.","Tarek BerrehoumaMohamed Ben Rhouma","n.a.","n.a."
"undefined","KatYos","Commerce and shopping","2021","02/2022","","A marketplace that connects opticians to glasses buyers by providing the digitization of the purchase process (online fitting, advice, payment and delivery)","Yosra ArousLeila Bennasr","n.a.","n.a."
"undefined","GDTC","EdTech","2019","07/2021","","GDTC is an online training platform for dentists and dental students.","Haithem cherni","n.a.","n.a."
"undefined","Power solution","Environment","2023","03/2023","","Our startup offers an innovative solution to improve the efficiency and sustainability of light fishing, while providing increased comfort for anglers and protecting the environment. We have developed a power station , using solar power or the main boat's alternator to store energy , which powers high-quality LED floodlights to attract fish, while eliminating the power station with a noisy and polluting combustion engine. But the real innovation lies in our application, which offers wireless communication between the main boat and the tender boat for light fishing. The application allows fishermen to consult in real time the GPS position of the tender, the sonar, the working status of the lights, as well as the voltage and the input current during the charge.
 Our application also offers the possibility to trigger an alarm in case of problem or danger, as well as to save a sonar image manually with the date, GPS position and weather status to create a database.","Eskander AlayaAhmed BACCOUCHChaima GRIRA","eskander-al@hotmail.com","28695169"
"undefined","Idaraty.tn","Business Software and services","2020","02/2021","","Description: Idaraty is a platform that facilitates the relationship between citizens and public institutions in Tunisia","Ahmed Zoghlami","n.a.","n.a."
"undefined","BeNeutron","EdTech","2019","09/2019","","BeNeutron is a platform for selling online educational courses in the IT field.","Zaroui MontasarMannai Karim","n.a.","n.a."
"undefined","BioAgrihelpers (BAH)","Agritech","2020","12/2020","","Bioagrihelpers is a digital educational platform that allows agro-operators in Africa to access E-training and assistance in the field of sustainable agriculture in one click.","Syrine BaghdadiYosr BaghdadiMayssa Ghazel","n.a.","n.a."
"undefined","Wimbee","Business Software and services","2021","08/2021","","Wimbee Product is a platform that meets the challenges of the industries through a major technological innovation in Data. Go beyond traditional analyses and create a collaborative dynamic around performance indicators. Sharing information in an intuitive and natural way, with the contribution of the people involved to manage action plans, follow them up and make them historical.","Neila Benzina","n.a.","n.a."
"undefined","moudda.com","Commerce and shopping","2020","12/2020","","moudda is a marketplace whose mission is to extend the life cycle of fashion while offering affordable products to African consumers","Mekki MouaddebMamoun Benkirane","n.a.","n.a."
"undefined","Swanina","Agritech","2019","11/2019","","Swanina provides a digital platform that guarantees the traceability of agricultural products from the farm to the plate and develops modern quality control tools","Sana Hafsa","n.a.","n.a."
"undefined","Bi'nergy","Environment","2022","05/2023","","Bi'nergy is a company specialized in the design and manufacture of anaerobic digestion and cogeneration solutions","Mohamed WaliHelmi Ben Amara","benamara.helmi@binergy.com.tn","+21625229000"
"undefined","AROM R SARL","Consumer products and services","2013","08/2019","","AROM R SARL is specialized in the manufacture of perfume diffusers for professional and domestic use.","Ellyes Chakroun","n.a.","n.a."
"undefined","GrowApp","Ad Tech and Creative Tech","2020","09/2020","","The Growapp social media tool allows marketing teams to extract data and collaborate seamlessly in the creation and approval of social media content.","Wael Aouididi","n.a.","n.a."
"undefined","Société Saghroun.com","Commerce and shopping","2018","03/2020","","Saghroun.com is a marketplace that allows moms and moms-to-be to sell and buy baby, child and pregnant items in complete security.","Ayet El Mouna Chemli","n.a.","n.a."
"undefined","El Fallega","TravelTech","2022","10/2022","","EL Fallega is a start-up organization of responsible activities for individuals and professionals with various and varied services. A platform for connecting eco-travellers, adventurers, pro-nature and service providers, it is the eco-travellers guide to sustainable and respectful tourism in the wilderness that offers not only concrete assistance but also virtual for a unique immersion in nature and in the heart of local populations.","Larbi RamziAbid KhouloudTerzi med khalilAli Gaigi","elfallega.contact@gmail.com","53756199"
"undefined","WeRebase","EdTech","2021","06/2021","","A platform for practicing on projects, enhancing profiles and accessing internship/job offers for students (and recent graduates).","Ghaleb Ben AliKarim Daghari","n.a.","n.a."
"undefined","Replic-A","Business Software and services","2022","03/2023","","Replic-A is an innovative platform of strong technological development specifically designed for the construction industry, the platform allows:
 -Visualization and centralisation of 3D plans (relating to a construction project) in real time.
 - Leave comments on the 3D plan itself.
 - Assigns tasks to employees.
 - Identify design anomalies prior to construction.","Mejdi BOUAFIFWissem JERBISonia Issaad","mail@replic-acom","24757444"
"undefined","Asklepios","HealthTech","2019","06/2019","","Asklepios is a medical companion allowing patients to communicate their medical information to their doctor for the therapeutic optimization of their diseases.","Marwen BadriYoussef El Behi","n.a.","n.a."
"undefined","Club privilèges","Commerce and shopping","2017","01/2020","","The Privileges Club is a reward-based loyalty platform allowing its users to get permanent discounts at more than 300 partners.","Issam EssefiImededdine EssafiIheb Beji","n.a.","n.a."
"undefined","Irbe7","EdTech","2022","06/2022","","Irbe7 aims to be an All in One information, learning and sharing platform, that helps the new generation of investors generate steady gains in financial markets (stocks, forex, crypto ...).","Mannana DbibiAnis HabibiAymen Bouhlel","anis.habibi@irbe7.com","24228226"
"undefined","Firnas Engineering","FoodTech & New Food","2016","07/2020","","A smart coffee counter for Food & Beverage professionals","Nidhal AyariMarwa SbouiMahmoud Ayari","n.a.","n.a."
"undefined","Tuni'AR","Ad Tech and Creative Tech","2020","02/2020","","Tuni'AR is a company specialized in the development of digital solutions in augmented reality, virtual reality and mixed reality.","Abdelhamid BoukhariSarra KalfetMohamed Karim Sakrani","n.a.","n.a."
"undefined","Doctolys","HealthTech","2022","01/2023","","Electronic health record platform:
 - Free for doctors
 - Certified by academic associations  which will have access to Healthcare Bigdata for scientific research.
 - Financed by pharmaceutical laboratories which will benefit from innovative pharmaceutical promotion tools integrated into the platform.","Maroua BoubakerSadok DerouichSafwen Derouiche","contact@doctolys.com","53568951"
"undefined","E W","Commerce and shopping","2020","12/2020","","EW offers Multi Vendor Marketplace solutions to support creators and small businesses to develop their business. EW democratizes access to entrepreneurship by facilitating the purchase and sale of goods at lower risk.","Mohamed Baazaoui","n.a.","n.a."
"undefined","Kartago Dattes Snacks","Agritech","2021","03/2021","","Kartago produces organic and 100% natural date-based ingredients such as sugar, date syrup and date oil.","fares horchani","n.a.","n.a."
"undefined","Abneam","Commerce and shopping","2021","07/2022","","Abneam is a Tunisian Startup which creates web and mobile applications for a large audience. Behind our applications there is a huge amount of data processed every day on our servers. Our first product is Barbechli.tn which is a search engine for Tunisian e-commerce websites.","Haythem HamdiAmine HamdiSeifeddine HamdiAbdelbasset Ben Hnia","n.a.","n.a."
"undefined","LoxBox","Mobility","2021","01/2022","","LoxBox Services offers technological and innovative solutions to ensure the LastMile Delivery.","Mohamed Riadh HamamaHelmi SelmiHenda Hamama","contact@loxbox.tn","+21651800040"
"undefined","FINWEDGE MEA","Fintech","2022","06/2022","","An innovative company developing a digital platform
 used artificial intelligence to provide
 investment opportunities to companies and institutions
 financial services, offer different services and toolboxes
 technologies that allow investors and businesses
 develop and monitor their own online strategy and, in
 particular, fund managers to diversify their
 private equity portfolio in different sectors and
 regions.","Chaouki CharfeddineDelphine MONTI","ccharfeddine@finwedge.com","n.a."
"undefined","Fidness","Mobility","2019","02/2022","","null","Ahmed Najjar","n.a.","n.a."
"undefined","Kindeal","EdTech","2021","08/2021","","Kindeal Education is a mobile application that coaches children from 9 to 15 years old (pre-teens and teens), accompanying them in their use of smartphones and tablets.","Mohamed Ali ShiliMoez Hammami","n.a.","n.a."
"undefined","NG Technologies","Business Software and services","2016","11/2020","","Ng technologies is a provider of digital trust services (electronic signature, strong authentication, PKI ...).","Moez Ben MbarkaMohamed Ali TarhounKhadija Ferjani","n.a.","n.a."
"undefined","Lakadimia","EdTech","2020","06/2021","","Lakademia.online is an online training web platform accessing tech training paths in cloud-based labs and live online classrooms.","Tarek GasmiKarim Ettabaa","n.a.","n.a."
"undefined","Relead","Ad Tech and Creative Tech","2021","12/2022","","Relead democratizes Internet access for everyone by offering an accessible, free and secure solution.
 Relead's concept is to deliver a free Wi-Fi connection conditional on the viewing of an 8-second advertising sequence.
 The objective of the business model is to create and manage a high volume of Wi-Fi connections, across a wide range of sites, on a daily basis. 
 This core platform, combined with the demographic information of Wi-Fi users, allows Relead to offer institutional (national organizations, awareness campaigns...) and private digital advertisers a targeted, proximity communication channel, compliant with GDPR regulations.","Hadhami RjibaRayen Cherni","n.a.","n.a."
"undefined","Go Staff","HealthTech","2020","02/2021","","Go Staff is a mobile application for medical tele-expertise between doctors and health professionals. It allows a digital exchange of best practices around patients' clinical records and facilitates the automated diagnosis of diseases via artificial intelligence.","Mohamed Haroun OuanesWassim Khalifa","n.a.","n.a."
"undefined","MTCE","Business Software and services","2020","12/2020","","Certely Expert System is a digital solution for the implementation of international standards in order to provide a more optimized certification process for companies.","Fares AmorDhafer Ben AmorNidhal Ben Amor","n.a.","n.a."
"undefined","ProsperUs","Fintech","2018","06/2020","","ProsperUs is a cutting edge digital transactions platform built to enable instant, secure, frictionless, and low-cost peer-to-peer value exchange, leveraging digital assets and blockchain technology. It's international Tunisian fintech based in London, Dubai and Tunis, working with seven major strategic partners in four different countries and operating in three continents","Walid Driss","n.a.","n.a."
"undefined","DIGITAL CITY INNOVATION","Social Business","2023","02/2023","","Operating in Smart Mobility ecosystem , DCI offers a new personale transportation service in collaboration with individuel transportation Professional","Hassouna Ben JemaaNoomen Tounsi","n.a.","n.a."
"undefined","YAGRI","Agritech","2021","07/2021","","YAGRI is a web platform coupled with humidity and temperature sensors that aims to manage the irrigation of fields.","Yasser BelguesmiDorsaf Bouallagui","n.a.","n.a."
"undefined","allcarta","EdTech","2021","01/2022","","ALLCARTA est une plateforme de mise en relation entre professeur, élève /étudiant, administration et partenaires business.","Khalil JebenianiAhmed Omar Miladi","support@allcarta.com","n.a."
"undefined","Konnect","Fintech","2021","03/2021","","A marketplace of services with integrated payment on demand or in white label.","Amin Ben Abderrahman","contact@konnect.network","+21624563609"
"undefined","FARKITO","FoodTech & New Food","2021","01/2022","<a target=""_blank"" href=""https://www.farkito.com/"""" >","Farkito est un marketplace des restaurants/plats qui affiche des réductions et des promotions des plats par palier.","Omar Kennou-Ali Frad-Mohamed Guirat-Nada Hadrich","n.a.","n.a."
"undefined","Koors","EdTech","2020","01/2022","","Koors est une plateforme de formation en ligne nouvelle génération (LMS) sous forme de marketplace où chacun des clients peut mettre en ligne sa formation.","Mehdi Ben Abi Zid","n.a.","n.a."
"undefined","DLSgaming","Ad Tech and Creative Tech","2022","04/2023","","DLS gaming is an online platform dedicated to e-sports that aims to provide players of all levels with a stimulating and competitive environment to participate in tournaments and compete for real prizes. In addition to this, DLS offers coaching and training sessions to help players improve their game and develop their skills.
 
 DLS's mission is to provide an exciting and educational gaming experience for players while helping them reach their full potential and launch their professional gaming career. With our high-level tournaments, we challenge players to improve their skills and push themselves to become the best players in the world.
 
 At DLS, we take pride in offering a community of passionate video game players who can connect with other like-minded and skilled players. We believe that player coaching is essential to help them succeed, and we work hard to provide the best tools and resources to help them achieve their goals.","Mansour NoucairMansour HarounKhalil Dridi","mansournoucair@dlsgaming.com","+216 24 947 893"
"undefined","faavly","Ad Tech and Creative Tech","2018","08/2019","","faavly is the first soccer social network that allows fans & lovers of the game to follow and practice their favorite sport.","Mohamed Amine Grichi","n.a.","n.a."
"undefined","PROSERVY","Business Software and services","2019","12/2020","","Proservy is a solution that allows companies to digitalize and automate the office management business through a dedicated digital platform.","Ahmed DridiWassim JouiniMohamed Elyes Ksontini","n.a.","n.a."
"undefined","ASQII","HealthTech","2021","09/2021","","ASQII, Robotic arm for the preparation of drugs in sterile atmosphere (chemotherapy and parenteral nutrition bags).","Adel Hamdi","adel.h.hamdi@gmail.com","+21625304756"
"undefined","X-Mall","Commerce and shopping","2023","04/2023","","X–Mall is a virtual shopping center, intended for employees of large companies. Employees who are members of X-Mall will benefit from a payment facility of up to 12 months, and will pay for their purchases by salary deduction.
 
 X-Mall  includes Tunisian and international brands and allow employees of large companies easy purchases, fast and immediate deliveries, with preferential prices negotiated in their favour.","Wael EL AmriHelmi Bouraoui Cherif","wael.amri@x-mall.tn","98613800"
"undefined","Machmoom","Commerce and shopping","2021","06/2021","","MIH STORE is a platform for selling and promoting 100% Tunisian food, cosmetics, crafts and decoration products.","Ibtihel Haddediskander Haddedi","n.a.","n.a."
"undefined","SLAMA DATTES","FoodTech & New Food","2017","05/2020","","Dates for All / Dattes pour tout le monde: Sale of dates stuffed with almond paste and dried fruits in gift boxes via e-commerce.","Abdelkader Slama","n.a.","n.a."
"undefined","GENI","Agritech","2020","12/2020","","FLAHTIK offers a platform focused on the use of geospatial, pedoclimatic and agro-economic information to optimize agricultural production and to help farmers and decision-makers in the agricultural sector make the right decisions.","Mohamed RAJHIMohamed Ali TBESSI","n.a.","n.a."
"undefined","Datavora","Consumer products and services","2016","04/2019","","Startup specialized in the online offer, Datavora proposes a platform of competitive and price monitoring on a large scale for the actors of the e-commerce.","Mohamed Hédi ZaherOussama Messaoud","n.a.","n.a."
"undefined","L G P","HealthTech","2020","12/2020","","LGP is a marketplace that connects suppliers/service providers with pharmacists.","Ahmed AFFES","n.a.","n.a."
"undefined","Drest.tn","Business Software and services","2021","03/2021","","Drest is a multi-brand Marketplace for the women's, men's and children's ready-to-wear market.","Mohamed Omrane MzabiMalek Mzabi","n.a.","n.a."
"undefined","Galactech","Business Software and services","2016","05/2019","","Galactech offers mobile operators a variety of high quality value-added services and rich content.","Houcem Maiza","n.a.","n.a."
"undefined","HealUp","HealthTech","2016","09/2019","","Healup is aiming to improve patient adherence to treatment and reduce the cost of medication.","Issam EzzeddineImed EzzeddineBadi Bouteraa","n.a.","n.a."
"undefined","DOMODAR","Business Software and services","2016","05/2019","","Domodar is specialized in the development, design and manufacturing of complete solutions for wireless home automation and Smart Farming.","Rochdi ZaghdaneWalid Dhifallah","n.a.","n.a."
"undefined","Secret Sucré Kids","Ad Tech and Creative Tech","2022","02/2022","","Secret sucré Kids is a box that allows parents and children to cook together during a fun and educational activity.","Sana AbidMohamed Amine Mhiri","n.a.","n.a."
"undefined","Rednaks – Fenix","Business Software and services","2020","05/2021","","Rednaks via its TAWA WEB application aims to digitalize services and business processes of companies.","Skander Chouka","n.a.","n.a."
"undefined","ITOPS Bridge","Business Software and services","2022","12/2022","","ITOpsBridge to help startups modernize their IT infrastructure by automating the deployment of DevOps-ready infrastructures and the integration of Cloudtechnologies
 ITOpsBridge  offers two solutions:
 ❏ Bridge LABS: A Cloud and DevOps Engineering Platform (https://bridge-itops.com/#product)
 ❏ Bridge Academy: an EdTeck product dedicated to training and skills development for
 IT professionals (https://training.bridge-itops.com/)","Walid Saad","n.a.","n.a."
"undefined","SAQARA INTERNATIONAL","Business Software and services","2020","03/2021","","SAQARA is a SaaS platform that addresses all the actors of the construction industry, the solution allows to digitize and automate the management of tenders.","Rudolph Cerqueira","n.a.","n.a."
"undefined","JURIDOC","Business Software and services","2021","11/2021","","LegalTech platform primarily aimed at legal professionals to offer them a 100% digital and intelligent experience to access complex legal documentation.","kais AssaliMohamed Ali BelajouzaMaya BoureghdaAnis Wahabi","n.a.","n.a."
"undefined","Be bouncy","Ad Tech and Creative Tech","2019","11/2019","","Be bouncy is an internet platform that includes the creation of visuals, the management of social networks and the analysis of results.","Ayoub Ben YounesSophie Alexandra AiachiAssad Ben Mrad","n.a.","n.a."
"undefined","DeepAI","Business Software and services","2023","06/2023","","DeepAI is a startup focused on the development of advanced artificial intelligence solutions. We focus on key areas such as semantic search, AI-based content generation and LLM language model development.","Seifedine GuizeniJihène Ben Slimene","seifeur@gmail.com","+21621247353"
"undefined","ALGAEPOOL","Agritech","2021","01/2022","","Algaepool se spécialise dans la conception et Installation du système standardisé, de production de micro algues adaptés aux contraintes des climats arides et des zones péri urbaines.","Taieb NemissiDominique Delobel","n.a.","n.a."
"undefined","Bookingtodo","TravelTech","2019","01/2020","","Bookingtodo is a flight and hotel price comparator. The concept is to go further than the classic search on Kayak and booking. The concept is to go further than the classic search on Kayak and booking and find the best prices from providers all over the world in China and Russia.","Aziz Annabi","n.a.","n.a."
"undefined","fixiha.tn","Commerce and shopping","2016","09/2019","","Fixiha.tn is a marketplace specialized in DIY and gardening products for professionals and individuals.","Ahmed Ben Said","n.a.","n.a."
"undefined","Oleomar","FoodTech & New Food","2019","02/2020","","Oleomar valorizes co-products from bluefin tuna farming and marine co-products.","Sami GuetariNadia Bouslimi Guetari","sguetari@gmail.com","28763416"
"undefined","WASSALNI EXPRESS","Mobility","2021","11/2021","","A mobile application that connects rental drivers and private travelers. It is a platform for booking a place in the rental business.","Hajer RomdhaniHafedh Ben abdelhafidh","n.a.","n.a."
"undefined","WeMove","Wellness","2020","10/2020","","WeMove is a fitness marketplace that offers its users access to a wide range of sports classes in a network of partner gyms.","Mariem SellamiHichem Ben HmidaMohamed KhelilMejdi Mbarek","n.a.","n.a."
"undefined","BSmart SARL","Business Software and services","2018","03/2020","","Bsmart SARL: Automation of business processes around the digitization of documents and accounting records such as invoices and orders","Walid AmmarAhmed Fessi","n.a.","n.a."
"undefined","Réseau social medical : Saheelha","Business Software and services","2019","09/2019","","Saheelha is a medical social network that provides certain services for doctors and patients.","Abidi Marwen","n.a.","n.a."
"undefined","energy expert team company","Environment","2022","08/2022","","ETCO offers energy efficiency solutions for the commercial sector (showroom, store, shopping center). Our commercial lighting control system helps to minimize energy waste and analyze customer behavior in stores using sensors integrated into existing light points in the commercial space","Mohamed BouhlelMOHAMED ANOUAR BRINIali mekni","etco.energie@gmail.com","22070621"
"undefined","Amiral","Commerce and shopping","2020","08/2020","","Incendo is a company specialized in the development of solutions and platforms for the automation and digitalization of business processes.","Amin Ben Abdallah","n.a.","n.a."
"undefined","Coachini","Communication services","2022","02/2022","","Coachini is a phygital solution for Professionals in Accompaniment Trades (Coaching, Consulting, Supervision, Mentoring, Training, Brief Therapy)","Sawsen DhifallahLotfi Mzoughi","n.a.","n.a."
"undefined","ARCHIVART","Ad Tech and Creative Tech","2020","12/2020","","Archivart is a virtual gallery that offers visibility to contemporary artists and connects them to the art market circuits.","Wafa GabsiMohamed Khalil Liouane","n.a.","n.a."
"undefined","Pura solutions","HealthTech","2021","02/2021","","Pura solutions develops environmental and social solutions for pandemic prevention and sterilization of objects and spaces with multiple medical and daily uses","Jaweher Chatbri","n.a.","n.a."
"undefined","NetShareK Network Share Knowledge","EdTech","2021","03/2021","","NetShareK is an online platform that allows teachers to share/co-create their course resources with each other and with their students.","Riadh BrinsiAbdallah Bakir","n.a.","n.a."
"undefined","Digihunt","Business Software and services","2022","11/2022","","Our portal connects IT job seekers with companies looking for IT profiles. Job offers posted by companies are associated with technical tests and psychometric tests, thus the company considerably reduces the risk of recruitment failure and reduces the risk of wasting time and money.","Ahmed Ismail AzzabiWahiba Ben Fredj","azzabiahmed@digihunt.net","99081081"
"undefined","Beego","Business Software and services","2017","01/2020","","Beego offers a web and mobile platform to connect commercial spaces and their customers in REAL TIME, as well as public administrations via sensors installed in the spaces for this purpose.","Amine Sammary","n.a.","n.a."
"undefined","Katomi","HealthTech","2019","03/2020","","Katomi is a telemedicine platform dedicated to health professionals, care facilities and people on the move","Hédi MichauFiras Mezghani","n.a.","n.a."
"undefined","DABCHY","Commerce and shopping","2016","04/2019","","Dabchy.com is a fashion marketplace that allows women to renew their wardrobes online and in complete security.","Ghazi KetataAmeni MansouriOussama Mahjoub","n.a.","n.a."
"undefined","NewGen","Ad Tech and Creative Tech","2016","06/2019","","NewGen is a startup specialized in video game development. We started out making virtual and augmented reality games as a service product and then focused on creating our own product (game) to sell internationally.","Seifeddine Ben Hamouda","n.a.","n.a."
"undefined","Datagram","Business Software and services","2020","12/2020","","Datagram is a retail analytics platform that allows manufacturers to accelerate faster than their competitors thanks to the power of insights and operational recommendations.","Mohamed Ali Ben Aleya","n.a.","n.a."
"undefined","AquaDeep","Agritech","2021","08/2021","","AquaDeep is specialized in the development of AI-based technological solutions, aiming at optimizing and making profitable the production of aquaculture farms from the early stages of the development cycle of aquatic species intended for mass consumption.","Mohamed Ben AhmedMohamed Youssef Chahed","n.a.","n.a."
"undefined","Seemba Gaming","Ad Tech and Creative Tech","2019","06/2019","","Seemba is a monetization solution for video games, offering game developers an alternative to advertising, more profitable and more addictive for players.","Slim Ben NasrsallahJacer OmriMohamed Ben Hadj AissaJihed Bibani","n.a.","n.a."
"undefined","Baity tn ""Decoriz"" SARL","Commerce and shopping","2017","12/2019","","Baity.tn is a Marketplace or a virtual platform for direct contact between manufacturers and buyers of furniture and decoration products.","Saber GharsellaouiEmna Bejaoui","n.a.","n.a."
"undefined","WanToTrip","TravelTech","2019","10/2019","","Wantotrip is a platform that allows travelers to live atypical experiences in the company of their favorite blogger / influencer","Makrem HermassiChahrazed Remadi","n.a.","n.a."
"undefined","MEDILSYS","HealthTech","2015","04/2019","","Medilsys provides hospitals with the most innovative solutions in clinical information systems specialized in intensive care.","Anis GhorbelNajmeddine NouriSofiene Ghorbel","n.a.","n.a."
"undefined","IRIS Technologies","Agritech","2016","12/2020","","Precision beekeeping technology dedicated to beekeepers to protect their hives against theft and provide remote monitoring.","Khaled Bouchoucha","n.a.","n.a."
"undefined","ZIGOFILTRE","Environment","2020","05/2021","","Zigofiltre offers a solution that keeps sewer systems clean and clear in order to reduce the risk of flooding and marine pollution.","Youssef BouzariataMohemed RamehAmine Shiri","n.a.","n.a."
"undefined","HyO-Tec","Environment","2022","07/2022","","HyO-tec Fundamental goals is the generation, conversion and storage of renewable energies, by manufacturing a scalable energy storage systems, and its parts, based on production and storage of green hydrogen","Bilel GASSARAKais JamoussiNabil KECHAOUMounir TRABELSIFatma MELLOULI","bilel.gassara@hyo-tec.com","+216 21273360"
"undefined","Contratou","Business Software and services","2020","08/2022","","Contratou is a platform designed to help companies and individuals in various operations and legal procedures by offering them an intelligent system for generating legal documents.
 
 It allows to create high quality legal documents, at a low cost in a few clicks.","Walid NouniKais FerchiouOmar Ferchiou","n.a.","n.a."
"undefined","Kiwi Stock Light","Business Software and services","2017","08/2020","","Kiwi Stock Light is a cloud platform that allows you to better manage your business: sales management, purchases, expenses, customers, suppliers ...","Ali Bouslama","n.a.","n.a."
"undefined","KNSD","Ad Tech and Creative Tech","2016","05/2019","","KNSD is a digital communication agency that develops a product/service for monitoring social networks in SAAS.","Ali BoulilaKais Ezzine","n.a.","n.a."
"undefined","HALONURSERY","Agritech","2022","04/2022","","HALONURSERY is a nursery for the domestication of halophytes of economic interest (agri-food, sources of active biomolecules) to promote new crops in marginal areas.","Amira Dabbous","amiradabousbenali@gmail.com","95840557"
"undefined","ARTY COLLECTION","Commerce and shopping","2021","09/2021","","ARTY COLLECTION is a platform that simplifies the purchase of art and offers artists the communication tools for their promotions and the sale of their works.","ymen matri","n.a.","n.a."
"undefined","JPARTNERS TUNISIE","Business Software and services","2019","09/2021","","JPARTNERS TUNISIE is specialized in the development of mobile solutions oriented to the supply chain","ZIED JBALI","n.a.","n.a."
"undefined","Enova Robotics","Advanced Manufacturing & Robotics","2014","04/2019","","Enova Robotics designs, manufactures and markets mobile robots for the security, health and logistics sectors.","Anis SahbaniPhilippe BidaudChristophe Grand","n.a.","n.a."
"undefined","SAMM TEST & AUTOMATION","Advanced Manufacturing & Robotics","2013","12/2019","","Manufacture of custom test machines and systems, realization of standard machines for testing LED boards for the automotive sector.","Mohamed AnaneSofiene GratiAmor MegadminiMahdi Kamoun","n.a.","n.a."
"undefined","2BK Innovation","Environment","2020","08/2021","","2BK Innovation offers tracking solutions adapted to the needs of companies and public organizations, through Clean 8 which allows municipalities to optimize the management of the cleaning activity, the tracking of resources and the facilitation of the relationship with the citizens.","Mehdi BoudhraaOmar Khalfet","n.a.","n.a."
"undefined","Doctolys","HealthTech","2022","01/2023","","Electronic health record platform:
 - Free for doctors.
 - Certified by academic associations which will have access to healthcare big data used in scientific research.
 - Financed by pharmaceutical laboratories which will have access to innovative pharmaceutical promotion tools integrated into the platform.","Maroua BoubakerSadok DerouichSafwen Derouiche","contact@doctolys.com","53568951"
"undefined","K2LIS","Fintech","2018","01/2020","","K2LIS is a digital microfinance platform with a web and mobile wallet for microfinance institutions and their beneficiaries.","Tarek KAMOUNMohamed Ben Laroussi LIMAMEFarouk KAMOUN","n.a.","n.a."
